Store name,LOCATION,CITY,CM,Wall,Panel Name,BRAND,BRAND Type,Product,Product Type,x,SHELF,Per shelf,Capacity,x.1,PEGS,Per peg,Capacity.1,Unnamed: 18
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W1,Apple Panel,Apple,,Apple Case,Phone case,,,,,,12,1,60,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W1,Mixed Panel,Tekne/Panzer,Tekne+,Tekne Case/Panzer TG,,,,,,,18,3,90,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W2,Apple Panel,Apple,,Apple Accessories,,,,,,,24,4,120,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W2,TPA Panel,Tekne,Tekne,"Power Adapter,Cable,Organiser,Multiport UCB-C Hub",,,,,,,21,4,105,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W3,Apple Panel,Apple,,"MagicMouse,Keyboard,Airpod,Trackpad",,,3,10,70,,,,,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W4,Apple Panel,Apple,,"Apple TV, Apple Accessories",,,1,3,6,,,,,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W4,Apple Panel,Apple,,Apple Accessories,,,,,,,6,2,30,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W5,Apple Panel,Apple,,Apple Accessories,,,,,,,21,2,105,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W5,TPA Panel,Tekne,Tekne,"Power Adapter,Phone Car Mount,Wireless Charger",,,,,,,20,3,60,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W6,TPA Panel,Tekne,Tekne,iPad Cases,,,,,,,12,2,36,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W7,Mixed Panel,Pulse/Gripp/Tucano/Revacase,,"Privacy Filter,Sleeve and bag",,,,,,,9,2,48,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Srijith,W8,Apple Panel,Apple,,Apple Watch Band,,,,,,,4,1,20,
IMAGINE- MALL DE GOA PORVORIM,IMAGINE @ MALL DE GOA,Porvorim,Porvorim,W8,Mixed Panel,Gripp/Belkin/PowerUp,,"Gripp Watch Strao,Card Mount,Power Bank",,,,,,,12,3,48,
